OccuranceID,Family,Genus,Species,Number of individuals,Site ID,Location,Country,Province/State,Latitude,Longitude,Checklist ID,Distance Traveled,Date Observed,Start time,End time,Sampling protocol,Basis of record,Observer,Status,Checklist Completed,Submitted date,X23,X24
308339,Lycaenidae,Celastrina,sp.,1,14044,"Silver Bluff Audubon Center, Silver Bluff Road, Jackson, SC, United States",United States,South Carolina,33.32541,-81.844495,76792,8000,2018-03-03,08:00:00,12:00:00,Traveling Survey,Sight,Peter Stangel,Identified,No,2018-03-03,NA,NA
308340,Nymphalidae,Polygonia,sp.,4,14044,"Silver Bluff Audubon Center, Silver Bluff Road, Jackson, SC, United States",United States,South Carolina,33.32541,-81.844495,76792,8000,2018-03-03,08:00:00,12:00:00,Traveling Survey,Sight,Peter Stangel,Identified,No,2018-03-03,NA,NA
308341,Hesperiidae,Erynnis,juvenalis/horatius,3,14044,"Silver Bluff Audubon Center, Silver Bluff Road, Jackson, SC, United States",United States,South Carolina,33.32541,-81.844495,76792,8000,2018-03-03,08:00:00,12:00:00,Traveling Survey,Sight,Peter Stangel,Identified,No,2018-03-03,NA,NA
308342,Papilionidae,Papilio,sp.,3,14044,"Silver Bluff Audubon Center, Silver Bluff Road, Jackson, SC, United States",United States,South Carolina,33.32541,-81.844495,76792,8000,2018-03-03,08:00:00,12:00:00,Traveling Survey,Sight,Peter Stangel,Identified,No,2018-03-03,NA,NA
308343,Nymphalidae,Phyciodes,tharos,1,25154,I'On Swamp Rd,United States,South Carolina,32.977564,-79.676231,76793,1000,2018-03-03,12:30:00,13:00:00,Traveling Survey,Photograph,Dennis Forsythe,Identified,No,2018-03-04,NA,NA
308344,Hesperiidae,Erynnis,juvenalis,4,25154,I'On Swamp Rd,United States,South Carolina,32.977564,-79.676231,76794,1500,2018-03-03,13:10:00,13:45:00,Traveling Survey,Sight,Dennis Forsythe,Identified,No,2018-03-04,NA,NA
308345,Papilionidae,Papilio,glaucus,2,25154,I'On Swamp Rd,United States,South Carolina,32.977564,-79.676231,76794,1500,2018-03-03,13:10:00,13:45:00,Traveling Survey,Sight,Dennis Forsythe,Identified,No,2018-03-04,NA,NA
308346,Lycaenidae,Calycopis,cecrops,1,25154,I'On Swamp Rd,United States,South Carolina,32.977564,-79.676231,76794,1500,2018-03-03,13:10:00,13:45:00,Traveling Survey,Photograph,Dennis Forsythe,Identified,No,2018-03-04,NA,NA
308347,Lycaenidae,Callophrys,henrici,2,25154,I'On Swamp Rd,United States,South Carolina,32.977564,-79.676231,76794,1500,2018-03-03,13:10:00,13:45:00,Traveling Survey,Photograph,Dennis Forsythe,Identified,No,2018-03-04,NA,NA
308348,Nymphalidae,Cyllopsis,gemma,1,25154,I'On Swamp Rd,United States,South Carolina,32.977564,-79.676231,76794,1500,2018-03-03,13:10:00,13:45:00,Traveling Survey,Sight,Dennis Forsythe,Identified,No,2018-03-04,NA,NA
308349,Papilionidae,Papilio,glaucus,2,25154,I'On Swamp Rd,United States,South Carolina,32.977564,-79.676231,76795,1400,2018-03-03,13:47:00,14:05:00,Traveling Survey,Sight,Dennis Forsythe,Identified,No,2018-03-04,NA,NA
308350,Lycaenidae,Callophrys,henrici,1,25154,I'On Swamp Rd,United States,South Carolina,32.977564,-79.676231,76795,1400,2018-03-03,13:47:00,14:05:00,Traveling Survey,Photograph,Dennis Forsythe,Identified,No,2018-03-04,NA,NA
308351,Papilionidae,Papilio,glaucus,1,28254,I'On Swamp Trail,United States,South Carolina,33.004174,-79.684895,76796,1200,2018-03-03,14:13:00,14:53:00,Traveling Survey,Sight,Dennis Forsythe,Identified,No,2018-03-04,NA,NA
308352,Nymphalidae,Cyllopsis,gemma,1,28254,I'On Swamp Trail,United States,South Carolina,33.004174,-79.684895,76796,1200,2018-03-03,14:13:00,14:53:00,Traveling Survey,Photograph,Dennis Forsythe,Identified,No,2018-03-04,NA,NA
308353,Pieridae,Pieris,rapae,1,32975,"Indian Land, Lancaster County, SC, United States",United States,South Carolina,35.005798,-80.890244,76797,NA,2018-03-04,13:25:00,13:26:00,Incidental Observation(s),Sight,Carolyn Seaton,Identified,Yes,2018-03-04,NA,NA
308354,Hesperiidae,Erynnis,juvenalis,2,36395,Upper Garden Canyon,United States,Arizona,31.465198,-110.360871,76798,NA,2018-03-02,11:00:00,13:30:00,Incidental Observation(s),Sight,Arlene Ripley,Needs IDs,No,2018-03-04,NA,NA
308355,Pieridae,Zerene,cesonia,3,36395,Upper Garden Canyon,United States,Arizona,31.465198,-110.360871,76798,NA,2018-03-02,11:00:00,13:30:00,Incidental Observation(s),Sight,Arlene Ripley,Needs IDs,No,2018-03-04,NA,NA
308356,Pieridae,Eurema,mexicana,1,36395,Upper Garden Canyon,United States,Arizona,31.465198,-110.360871,76798,NA,2018-03-02,11:00:00,13:30:00,Incidental Observation(s),Sight,Arlene Ripley,Needs IDs,No,2018-03-04,NA,NA
308357,Nymphalidae,Libytheana,carinenta,2,36395,Upper Garden Canyon,United States,Arizona,31.465198,-110.360871,76798,NA,2018-03-02,11:00:00,13:30:00,Incidental Observation(s),Sight,Arlene Ripley,Needs IDs,No,2018-03-04,NA,NA
308358,Nymphalidae,Nymphalis,antiopa,6,36395,Upper Garden Canyon,United States,Arizona,31.465198,-110.360871,76798,NA,2018-03-02,11:00:00,13:30:00,Incidental Observation(s),Sight,Arlene Ripley,Needs IDs,No,2018-03-04,NA,NA
308359,Nymphalidae,Vanessa,cardui,1,36395,Upper Garden Canyon,United States,Arizona,31.465198,-110.360871,76798,NA,2018-03-02,11:00:00,13:30:00,Incidental Observation(s),Sight,Arlene Ripley,Needs IDs,No,2018-03-04,NA,NA
308361,Papilionidae,Battus,philenor,3,16443,Kingbird Trail,United States,Arizona,31.925311,-110.058364,76799,NA,2018-03-03,12:00:00,12:25:00,Incidental Observation(s),Sight,Arlene Ripley,Needs IDs,Yes,2018-03-04,NA,NA
308362,Pieridae,Abaeis,nicippe,1,16443,Kingbird Trail,United States,Arizona,31.925311,-110.058364,76799,NA,2018-03-03,12:00:00,12:25:00,Incidental Observation(s),Sight,Arlene Ripley,Needs IDs,Yes,2018-03-04,NA,NA
308363,Nymphalidae,Vanessa,cardui,1,16443,Kingbird Trail,United States,Arizona,31.925311,-110.058364,76799,NA,2018-03-03,12:00:00,12:25:00,Incidental Observation(s),Sight,Arlene Ripley,Needs IDs,Yes,2018-03-04,NA,NA
308366,Hesperiidae,Erynnis,juvenalis,2,21793,Roxbury Park,United States,South Carolina,32.681791,-80.348446,76802,NA,2018-03-04,08:00:00,17:00:00,Incidental Observation(s),Sight,Tom Austin,Identified,No,2018-03-04,NA,NA
308367,Pieridae,Phoebis,sennae,1,21793,Roxbury Park,United States,South Carolina,32.681791,-80.348446,76802,NA,2018-03-04,08:00:00,17:00:00,Incidental Observation(s),Sight,Tom Austin,Identified,No,2018-03-04,NA,NA
308368,Lycaenidae,Calycopis,cecrops,1,21793,Roxbury Park,United States,South Carolina,32.681791,-80.348446,76802,NA,2018-03-04,08:00:00,17:00:00,Incidental Observation(s),Sight,Tom Austin,Identified,No,2018-03-04,NA,NA
308369,Nymphalidae,Phyciodes,tharos,1,21793,Roxbury Park,United States,South Carolina,32.681791,-80.348446,76802,NA,2018-03-04,08:00:00,17:00:00,Incidental Observation(s),Sight,Tom Austin,Identified,No,2018-03-04,NA,NA
308370,Nymphalidae,Vanessa,cardui,1,21793,Roxbury Park,United States,South Carolina,32.681791,-80.348446,76802,NA,2018-03-04,08:00:00,17:00:00,Incidental Observation(s),Sight,Tom Austin,Identified,No,2018-03-04,NA,NA
308371,Nymphalidae,Cyllopsis,gemma,2,21793,Roxbury Park,United States,South Carolina,32.681791,-80.348446,76802,NA,2018-03-04,08:00:00,17:00:00,Incidental Observation(s),Sight,Tom Austin,Identified,No,2018-03-04,NA,NA
308372,Nymphalidae,Hermeuptychia,sosybius,4,21793,Roxbury Park,United States,South Carolina,32.681791,-80.348446,76802,NA,2018-03-04,08:00:00,17:00:00,Incidental Observation(s),Sight,Tom Austin,Identified,No,2018-03-04,NA,NA
308373,Papilionidae,Papilio,palamedes,1,21793,Roxbury Park,United States,South Carolina,32.681791,-80.348446,76802,NA,2018-03-04,08:00:00,17:00:00,Incidental Observation(s),Sight,Tom Austin,Identified,No,2018-03-04,NA,NA
308374,Hesperiidae,Erynnis,juvenalis,11,32615,Silver Bluff Audubon General Excluding Pond Area,United States,South Carolina,33.321194,-81.855268,76803,600,2018-03-02,14:15:00,15:20:00,Traveling Survey,Sight,John Demko,Identified,No,2018-03-04,NA,NA
308375,Papilionidae,Papilio,glaucus,1,32615,Silver Bluff Audubon General Excluding Pond Area,United States,South Carolina,33.321194,-81.855268,76803,600,2018-03-02,14:15:00,15:20:00,Traveling Survey,Sight,John Demko,Identified,No,2018-03-04,NA,NA
308376,Papilionidae,Papilio,troilus,1,32615,Silver Bluff Audubon General Excluding Pond Area,United States,South Carolina,33.321194,-81.855268,76803,600,2018-03-02,14:15:00,15:20:00,Traveling Survey,Sight,John Demko,Identified,No,2018-03-04,NA,NA
308377,Lycaenidae,Cupido,comyntas,1,32615,Silver Bluff Audubon General Excluding Pond Area,United States,South Carolina,33.321194,-81.855268,76803,600,2018-03-02,14:15:00,15:20:00,Traveling Survey,Sight,John Demko,Identified,No,2018-03-04,NA,NA
308378,Lycaenidae,Celastrina,sp.,1,32615,Silver Bluff Audubon General Excluding Pond Area,United States,South Carolina,33.321194,-81.855268,76803,600,2018-03-02,14:15:00,15:20:00,Traveling Survey,Sight,John Demko,Identified,No,2018-03-04,NA,NA
308379,Nymphalidae,Libytheana,carinenta,1,32615,Silver Bluff Audubon General Excluding Pond Area,United States,South Carolina,33.321194,-81.855268,76803,600,2018-03-02,14:15:00,15:20:00,Traveling Survey,Photograph,John Demko,Identified,No,2018-03-04,NA,NA
308380,Nymphalidae,Phyciodes,tharos,9,32615,Silver Bluff Audubon General Excluding Pond Area,United States,South Carolina,33.321194,-81.855268,76803,600,2018-03-02,14:15:00,15:20:00,Traveling Survey,Sight,John Demko,Identified,No,2018-03-04,NA,NA
308381,Nymphalidae,Cyllopsis,gemma,2,32615,Silver Bluff Audubon General Excluding Pond Area,United States,South Carolina,33.321194,-81.855268,76803,600,2018-03-02,14:15:00,15:20:00,Traveling Survey,Photograph,John Demko,Identified,No,2018-03-04,NA,NA
308382,Pieridae,Anthocharis,midea,6,32615,Silver Bluff Audubon General Excluding Pond Area,United States,South Carolina,33.321194,-81.855268,76803,600,2018-03-02,14:15:00,15:20:00,Traveling Survey,Sight,John Demko,Identified,No,2018-03-04,NA,NA
308383,Nymphalidae,Polygonia,sp.,3,32615,Silver Bluff Audubon General Excluding Pond Area,United States,South Carolina,33.321194,-81.855268,76803,600,2018-03-02,14:15:00,15:20:00,Traveling Survey,Sight,John Demko,Identified,No,2018-03-04,NA,NA
308384,Pieridae,Colias,sp.,1,32615,Silver Bluff Audubon General Excluding Pond Area,United States,South Carolina,33.321194,-81.855268,76803,600,2018-03-02,14:15:00,15:20:00,Traveling Survey,Sight,John Demko,Identified,No,2018-03-04,NA,NA
308385,Hesperiidae,Erynnis,juvenalis,5,32615,Silver Bluff Audubon General Excluding Pond Area,United States,South Carolina,33.321194,-81.855268,76804,200,2018-03-02,15:40:00,16:30:00,Traveling Survey,Photograph,John Demko,Identified,No,2018-03-04,NA,NA
308386,Papilionidae,Papilio,glaucus,1,32615,Silver Bluff Audubon General Excluding Pond Area,United States,South Carolina,33.321194,-81.855268,76804,200,2018-03-02,15:40:00,16:30:00,Traveling Survey,Sight,John Demko,Identified,No,2018-03-04,NA,NA
308387,Lycaenidae,Celastrina,sp.,1,32615,Silver Bluff Audubon General Excluding Pond Area,United States,South Carolina,33.321194,-81.855268,76804,200,2018-03-02,15:40:00,16:30:00,Traveling Survey,Sight,John Demko,Identified,No,2018-03-04,NA,NA
308388,Nymphalidae,Junonia,coenia,2,32615,Silver Bluff Audubon General Excluding Pond Area,United States,South Carolina,33.321194,-81.855268,76804,200,2018-03-02,15:40:00,16:30:00,Traveling Survey,Sight,John Demko,Identified,No,2018-03-04,NA,NA
308389,Pieridae,Anthocharis,midea,1,32615,Silver Bluff Audubon General Excluding Pond Area,United States,South Carolina,33.321194,-81.855268,76804,200,2018-03-02,15:40:00,16:30:00,Traveling Survey,Sight,John Demko,Identified,No,2018-03-04,NA,NA
308401,Hesperiidae,Erynnis,funeralis,4,30096,"Jones Yard, Progreso Lakes",United States,Texas,26.063183,-97.965858,76791,4000,2018-03-02,08:00:00,15:00:00,Area Survey,Sight,Daniel Jones,Needs IDs,No,2018-03-05,NA,NA
308402,Hesperiidae,Lerema,accius,4,30096,"Jones Yard, Progreso Lakes",United States,Texas,26.063183,-97.965858,76791,4000,2018-03-02,08:00:00,15:00:00,Area Survey,Sight,Daniel Jones,Needs IDs,No,2018-03-05,NA,NA
308403,Hesperiidae,Hylephila,phyleus,3,30096,"Jones Yard, Progreso Lakes",United States,Texas,26.063183,-97.965858,76791,4000,2018-03-02,08:00:00,15:00:00,Area Survey,Sight,Daniel Jones,Needs IDs,No,2018-03-05,NA,NA
308404,Papilionidae,Battus,philenor,1,30096,"Jones Yard, Progreso Lakes",United States,Texas,26.063183,-97.965858,76791,4000,2018-03-02,08:00:00,15:00:00,Area Survey,Photograph,Daniel Jones,Needs IDs,No,2018-03-05,NA,NA
308405,Papilionidae,Papilio,polyxenes,2,30096,"Jones Yard, Progreso Lakes",United States,Texas,26.063183,-97.965858,76791,4000,2018-03-02,08:00:00,15:00:00,Area Survey,Sight,Daniel Jones,Needs IDs,No,2018-03-05,NA,NA
308406,Pieridae,Pontia,protodice,1,30096,"Jones Yard, Progreso Lakes",United States,Texas,26.063183,-97.965858,76791,4000,2018-03-02,08:00:00,15:00:00,Area Survey,Sight,Daniel Jones,Needs IDs,No,2018-03-05,NA,NA
308407,Pieridae,Phoebis,sennae,1,30096,"Jones Yard, Progreso Lakes",United States,Texas,26.063183,-97.965858,76791,4000,2018-03-02,08:00:00,15:00:00,Area Survey,Sight,Daniel Jones,Needs IDs,No,2018-03-05,NA,NA
308408,Pieridae,Pyrisitia,lisa,2,30096,"Jones Yard, Progreso Lakes",United States,Texas,26.063183,-97.965858,76791,4000,2018-03-02,08:00:00,15:00:00,Area Survey,Sight,Daniel Jones,Needs IDs,No,2018-03-05,NA,NA
308409,Lycaenidae,Strymon,melinus,3,30096,"Jones Yard, Progreso Lakes",United States,Texas,26.063183,-97.965858,76791,4000,2018-03-02,08:00:00,15:00:00,Area Survey,Sight,Daniel Jones,Needs IDs,No,2018-03-05,NA,NA
308410,Nymphalidae,Phyciodes,tharos,1,30096,"Jones Yard, Progreso Lakes",United States,Texas,26.063183,-97.965858,76791,4000,2018-03-02,08:00:00,15:00:00,Area Survey,Sight,Daniel Jones,Needs IDs,No,2018-03-05,NA,NA
308411,Nymphalidae,Vanessa,atalanta,2,30096,"Jones Yard, Progreso Lakes",United States,Texas,26.063183,-97.965858,76791,4000,2018-03-02,08:00:00,15:00:00,Area Survey,Sight,Daniel Jones,Needs IDs,No,2018-03-05,NA,NA
308412,Hesperiidae,Amblyscirtes,celia,1,30096,"Jones Yard, Progreso Lakes",United States,Texas,26.063183,-97.965858,76791,4000,2018-03-02,08:00:00,15:00:00,Area Survey,Sight,Daniel Jones,Needs IDs,No,2018-03-05,NA,NA
308413,Hesperiidae,Chioides,albofasciatus,1,30096,"Jones Yard, Progreso Lakes",United States,Texas,26.063183,-97.965858,76791,4000,2018-03-02,08:00:00,15:00:00,Area Survey,Photograph,Daniel Jones,Needs IDs,No,2018-03-05,NA,NA
308414,Hesperiidae,Cogia,calchas,1,30096,"Jones Yard, Progreso Lakes",United States,Texas,26.063183,-97.965858,76791,4000,2018-03-02,08:00:00,15:00:00,Area Survey,Photograph,Daniel Jones,Needs IDs,No,2018-03-05,NA,NA
308415,Hesperiidae,Copaeodes,minima,2,30096,"Jones Yard, Progreso Lakes",United States,Texas,26.063183,-97.965858,76791,4000,2018-03-02,08:00:00,15:00:00,Area Survey,Sight,Daniel Jones,Needs IDs,No,2018-03-05,NA,NA
308416,Hesperiidae,Cymaenes,trebius,1,30096,"Jones Yard, Progreso Lakes",United States,Texas,26.063183,-97.965858,76791,4000,2018-03-02,08:00:00,15:00:00,Area Survey,Sight,Daniel Jones,Needs IDs,No,2018-03-05,NA,NA
308417,Hesperiidae,Decinea,percosius,1,30096,"Jones Yard, Progreso Lakes",United States,Texas,26.063183,-97.965858,76791,4000,2018-03-02,08:00:00,15:00:00,Area Survey,Photograph,Daniel Jones,Needs IDs,No,2018-03-05,NA,NA
308418,Hesperiidae,Heliopetes,macaira,2,30096,"Jones Yard, Progreso Lakes",United States,Texas,26.063183,-97.965858,76791,4000,2018-03-02,08:00:00,15:00:00,Area Survey,Photograph,Daniel Jones,Needs IDs,No,2018-03-05,NA,NA
308419,Hesperiidae,Lerodea,eufala,2,30096,"Jones Yard, Progreso Lakes",United States,Texas,26.063183,-97.965858,76791,4000,2018-03-02,08:00:00,15:00:00,Area Survey,Sight,Daniel Jones,Needs IDs,No,2018-03-05,NA,NA
308420,Hesperiidae,Nastra,julia,1,30096,"Jones Yard, Progreso Lakes",United States,Texas,26.063183,-97.965858,76791,4000,2018-03-02,08:00:00,15:00:00,Area Survey,Photograph,Daniel Jones,Needs IDs,No,2018-03-05,NA,NA
308421,Hesperiidae,Pyrgus,albescens,3,30096,"Jones Yard, Progreso Lakes",United States,Texas,26.063183,-97.965858,76791,4000,2018-03-02,08:00:00,15:00:00,Area Survey,Sight,Daniel Jones,Needs IDs,No,2018-03-05,NA,NA
308422,Hesperiidae,Pyrgus,oileus,15,30096,"Jones Yard, Progreso Lakes",United States,Texas,26.063183,-97.965858,76791,4000,2018-03-02,08:00:00,15:00:00,Area Survey,Sight,Daniel Jones,Needs IDs,No,2018-03-05,NA,NA
308423,Hesperiidae,Urbanus,procne,5,30096,"Jones Yard, Progreso Lakes",United States,Texas,26.063183,-97.965858,76791,4000,2018-03-02,08:00:00,15:00:00,Area Survey,Photograph,Daniel Jones,Needs IDs,No,2018-03-05,NA,NA
308424,Hesperiidae,Wallengrenia,otho,1,30096,"Jones Yard, Progreso Lakes",United States,Texas,26.063183,-97.965858,76791,4000,2018-03-02,08:00:00,15:00:00,Area Survey,Sight,Daniel Jones,Needs IDs,No,2018-03-05,NA,NA
308425,Lycaenidae,Calycopis,isobeon,8,30096,"Jones Yard, Progreso Lakes",United States,Texas,26.063183,-97.965858,76791,4000,2018-03-02,08:00:00,15:00:00,Area Survey,Photograph,Daniel Jones,Needs IDs,No,2018-03-05,NA,NA
308426,Lycaenidae,Strymon,istapa,2,30096,"Jones Yard, Progreso Lakes",United States,Texas,26.063183,-97.965858,76791,4000,2018-03-02,08:00:00,15:00:00,Area Survey,Sight,Daniel Jones,Needs IDs,No,2018-03-05,NA,NA
308427,Nymphalidae,Anartia,jatrophae,1,30096,"Jones Yard, Progreso Lakes",United States,Texas,26.063183,-97.965858,76791,4000,2018-03-02,08:00:00,15:00:00,Area Survey,Sight,Daniel Jones,Needs IDs,No,2018-03-05,NA,NA
308428,Nymphalidae,Anthanassa,texana,1,30096,"Jones Yard, Progreso Lakes",United States,Texas,26.063183,-97.965858,76791,4000,2018-03-02,08:00:00,15:00:00,Area Survey,Sight,Daniel Jones,Needs IDs,No,2018-03-05,NA,NA
308429,Nymphalidae,Asterocampa,leilia,1,30096,"Jones Yard, Progreso Lakes",United States,Texas,26.063183,-97.965858,76791,4000,2018-03-02,08:00:00,15:00:00,Area Survey,Sight,Daniel Jones,Needs IDs,No,2018-03-05,NA,NA
308430,Nymphalidae,Chlosyne,lacinia,2,30096,"Jones Yard, Progreso Lakes",United States,Texas,26.063183,-97.965858,76791,4000,2018-03-02,08:00:00,15:00:00,Area Survey,Sight,Daniel Jones,Needs IDs,No,2018-03-05,NA,NA
308431,Nymphalidae,Phyciodes,graphica,3,30096,"Jones Yard, Progreso Lakes",United States,Texas,26.063183,-97.965858,76791,4000,2018-03-02,08:00:00,15:00:00,Area Survey,Sight,Daniel Jones,Needs IDs,No,2018-03-05,NA,NA
308432,Nymphalidae,Phyciodes,phaon,1,30096,"Jones Yard, Progreso Lakes",United States,Texas,26.063183,-97.965858,76791,4000,2018-03-02,08:00:00,15:00:00,Area Survey,Sight,Daniel Jones,Needs IDs,No,2018-03-05,NA,NA
308433,Riodinidae,Calephelis,perditalis,1,30096,"Jones Yard, Progreso Lakes",United States,Texas,26.063183,-97.965858,76791,4000,2018-03-02,08:00:00,15:00:00,Area Survey,Sight,Daniel Jones,Needs IDs,No,2018-03-05,NA,NA
308434,Nymphalidae,Hermeuptychia,hermybius,20,30096,"Jones Yard, Progreso Lakes",United States,Texas,26.063183,-97.965858,76791,4000,2018-03-02,08:00:00,15:00:00,Area Survey,Photograph,Daniel Jones,Needs IDs,No,2018-03-05,NA,NA
308435,Papilionidae,Papilio,rumiko,1,30096,"Jones Yard, Progreso Lakes",United States,Texas,26.063183,-97.965858,76791,4000,2018-03-02,08:00:00,15:00:00,Area Survey,Sight,Daniel Jones,Needs IDs,No,2018-03-05,NA,NA
308488,Papilionidae,Papilio,glaucus,1,32975,"Indian Land, Lancaster County, SC, United States",United States,South Carolina,35.005798,-80.890244,76836,NA,2018-03-05,13:29:00,13:30:00,Incidental Observation(s),Sight,Carolyn Seaton,Identified,Yes,2018-03-05,NA,NA
308489,Hesperiidae,Lerema,accius,15,12355,"National Butterfly Center, Mission, TX, United States",United States,Texas,26.179819,-98.366518,76837,NA,2018-03-05,10:30:00,15:00:00,Incidental Observation(s),Sight,Daniel Jones,Needs IDs,No,2018-03-05,NA,NA
308490,Hesperiidae,Hylephila,phyleus,25,12355,"National Butterfly Center, Mission, TX, United States",United States,Texas,26.179819,-98.366518,76837,NA,2018-03-05,10:30:00,15:00:00,Incidental Observation(s),Sight,Daniel Jones,Needs IDs,No,2018-03-05,NA,NA
308491,Hesperiidae,Polites,vibex,4,12355,"National Butterfly Center, Mission, TX, United States",United States,Texas,26.179819,-98.366518,76837,NA,2018-03-05,10:30:00,15:00:00,Incidental Observation(s),Sight,Daniel Jones,Needs IDs,No,2018-03-05,NA,NA
308492,Papilionidae,Battus,philenor,4,12355,"National Butterfly Center, Mission, TX, United States",United States,Texas,26.179819,-98.366518,76837,NA,2018-03-05,10:30:00,15:00:00,Incidental Observation(s),Sight,Daniel Jones,Needs IDs,No,2018-03-05,NA,NA
308493,Papilionidae,Papilio,polyxenes,1,12355,"National Butterfly Center, Mission, TX, United States",United States,Texas,26.179819,-98.366518,76837,NA,2018-03-05,10:30:00,15:00:00,Incidental Observation(s),Sight,Daniel Jones,Needs IDs,No,2018-03-05,NA,NA
308494,Pieridae,Pontia,protodice,4,12355,"National Butterfly Center, Mission, TX, United States",United States,Texas,26.179819,-98.366518,76837,NA,2018-03-05,10:30:00,15:00:00,Incidental Observation(s),Sight,Daniel Jones,Needs IDs,No,2018-03-05,NA,NA
308495,Pieridae,Phoebis,sennae,2,12355,"National Butterfly Center, Mission, TX, United States",United States,Texas,26.179819,-98.366518,76837,NA,2018-03-05,10:30:00,15:00:00,Incidental Observation(s),Sight,Daniel Jones,Needs IDs,No,2018-03-05,NA,NA
308496,Pieridae,Pyrisitia,lisa,5,12355,"National Butterfly Center, Mission, TX, United States",United States,Texas,26.179819,-98.366518,76837,NA,2018-03-05,10:30:00,15:00:00,Incidental Observation(s),Sight,Daniel Jones,Needs IDs,No,2018-03-05,NA,NA
308497,Lycaenidae,Strymon,melinus,4,12355,"National Butterfly Center, Mission, TX, United States",United States,Texas,26.179819,-98.366518,76837,NA,2018-03-05,10:30:00,15:00:00,Incidental Observation(s),Sight,Daniel Jones,Needs IDs,No,2018-03-05,NA,NA
308498,Lycaenidae,Echinargus,isola,1,12355,"National Butterfly Center, Mission, TX, United States",United States,Texas,26.179819,-98.366518,76837,NA,2018-03-05,10:30:00,15:00:00,Incidental Observation(s),Sight,Daniel Jones,Needs IDs,No,2018-03-05,NA,NA
308499,Nymphalidae,Libytheana,carinenta,1,12355,"National Butterfly Center, Mission, TX, United States",United States,Texas,26.179819,-98.366518,76837,NA,2018-03-05,10:30:00,15:00:00,Incidental Observation(s),Sight,Daniel Jones,Needs IDs,No,2018-03-05,NA,NA
